text,label
Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them,hate
Many Jews were in the Red Army so many wanted the opportunity to rape and murder whites under the guise of war .,hate
Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,hate
"Notice the video title , whenever there is a fight between a white and non white , the white is always the racist",noHate
Truckers Music - YouTube Trucker Song by band Head Hands and Feet ( southern rock I guess ) with lots of beautiful pictures and beautiful women !,noHate
This weekend the decorations go up .,noHate
"Most of these pictures i have never seen before , great to see new pictures of that time .",noHate
"Those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",hate
"When ever I leave the house I wear one of these 1920 's type fedoras , I have quite a few .",noHate
Nice to see !,noHate
I punched out a violent negro who charged me outside a bar .,noHate
You know if you get past all of there violent animal acts of intimidation they have a soft jaw !,hate
Our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create .,hate
but if a guy cant do damage one can argue the guy on the bottom is controlling with the threat of submission or reversal .,noHate
They change with what I wear too and turn yellow in the sun .,noHate
Green eyes do seem to be pretty rare .,noHate
I hope the mods kill this thread .,noHate
Slidesong : Bob Rivers Comedy Corp - The Twelve Pains of Christmas - YouTube Do n't miss the 8th day of Christmas at around 1 : 40,noHate
I live in Argentina ... forgotten white country in the southernmost tip of S. America .,noHate
i was a bmxer for a while until it got stolen by SOMEONE ... but i turned my attention to mountain bikes ... i like em you can actualy go places not just do stupid dog tricks,noHate
Check out my sig. for more ideas .,noHate
Incredible then when we see nowadays that the world is saying that there is a global village and economies are inter dependent when America sneezes the world catches a cold blahhblahdieblah it is clear that the intention is to move the world into the same economic interdependency .,noHate
I'm sure the Jews in Scandinavia dumb down the education systems there too .,hate
They probably slowly remove discipline do whatever they can to make the schools worse and worse .,hate
Anyone who believes that Hitler 's actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome .,noHate
"lambent \ LAM-buhnt \ , adjective : 1 .",noHate
"Light and brilliant ; as , `` a lambent style ; lambent wit . ''",noHate
Took an east Asian art course in college myself .,noHate
As Hispanic and Negro populations increase test score averages will decrease .,hate
Wow!,noHate
David ( SS ),noHate
`` It did n't sound idiotic in my mind . '',noHate
Raise your kids on more than one language .,noHate
"So do my kids , and they are 4 & 5",noHate
I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,hate
There is nothing to add to this post ...,noHate
They are nothing less than indoctrination centers designed to separate children from their parents and fill their minds with liberal propaganda .,noHate
"They are often confused with whites when they hide their tail , horns , and hooves .",hate
If parents complain when they object to self hate their kids are labeled racist and harassed or beat up the rest of their school life .,noHate
The site from which the above transcript is offers all major Hitler speeches and directives for historical reference and has been endorsed earlier .,noHate
"A Kosher slaughter , blessed by every Rabbi under the sun .",hate
"God 's own divine intervention , aided by Jewish money swindled from the goyim .",hate
This is something we need to point out .,noHate
"How do you explain China , a totally government owned and controlled communistic nation , yet it wastes the world 's resources on junk and building empty cities ?",noHate
If I may add something I 'd say that asians like blacks mostly .,noHate
Just watch them at North America and they like all black sport players and their `` slang '' .,hate
I would n't marry a asian even after cirurgy .,hate
Thats pretty similar for me .,noHate
Then I might get barbed wire around my wrist .,noHate
Big plans .,noHate
IKA Klansmen,noHate
My computer got that backdoor tojan virus > . < .,noHate
And this site was resticted on my moms computer so it took me a few days to hack her PW and change that .,noHate
I 'm supper happy ur at my school IM NOT ALONE,noHate
"thats just stupid to say that , because you have probably heard maybe 10-20 artists and those are the * * * * * * s on TV and stuff. there are tons of white , non-wigerish rappers that dont `` scream '' about something",noHate
"Sid Wore that shirt for Shock the sex pistols were NEVER racist , a good example of a racist punk band is Agnostic Front .",noHate
"We should start gangs of our own and kill them and rob their homes , is this what the liberals wanted as `` diversity ? ''",hate
I rarely watch TV but if I do it 's most likely a movie or something of that sort .,noHate
Sometimes I do watch shows about WWII on the History channel but other than that I never watch it .,noHate
I would never date a black guy .,noHate
I am a white female and I am proud of my race. and dating a black would be disgusting,hate
Can they mix like that ?,noHate
Or is it exposure to the sun like I heard someone on here say ?,noHate
There are many alternatives to adopting little mud babies.There is srrogate mothers and invitro fertilization are just two.If these are not financialy possile then wait till it is .,hate
Your history teacher has to do what the zionist butt heads want them to do .,hate
"Its simple , they want to create white guilt , .",hate
I would just like to express how sick and tired I am of bi-racial half-breeds kids at school boasting about their `` unique heritages '' .,hate
They go around school acting like being half White/half black or half White/half asian is something to be proud of .,hate
"Fags are a big problem , they are recruiting our kids , in the schools that we pay for .",hate
The youth is not a internet thing .,noHate
I wish I had been in the youth corps .,noHate
theres this girl at my school and she is really tall and she is the darkes * * * * * * ive ever saw and she sat by me and i moved too the next table and she had a bag of cookies and she could not open it so she was trying to open with her teeth like a dog slaping it back in foruth finlly this white trash girl opened with her mouth then she had the nerve to spit on a white girl and thegirl did nothing but smile and then this mixed kid had the neve to ask me out i told him no and go to hell. this was my day at school suced huh. hope you tyep back sorry for spelling .,noHate
"Thanks , Scott",noHate
"i didnt try it yet but i guess i should check it out ; thankx i hope that link gave whoever needed it some info on whatever she ( i dont remember her name , sorry ) needed later",noHate
"hello all , I was wondering , what does the tripple 7 flag stand for ?",noHate
"Nothing wrong with Quebec , they have very white cities and are a proud group of people Aside from the gay section of montreal , its a very nice city",noHate
"In Canada , I 'm sure it means American Injun/Innuit .",noHate
"Check out the small northern Ontario Towns , Holtyre , Ramore , King Kirkland , Englehart , Black River ... saw one nonwhite in 5 years ( not counting the occasional native ) .",noHate
Meanwhile those nonwhites continue to breed even as their nonwhite societies continue to inflict their harsh uncivilized nonwhite culture on us .,hate
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,hate
I got so sick and tired of all these idiots who think Jacob Zuma is the problem that I decided to hold up a mirror instead .,noHate
I would move too but unfortunately there is nowhere that is untainted .,hate
The next step is to network with fellow whites .,noHate
I would not even entertain myself with his so called work it 's all trash and does n't being with the WN movement .,noHate
They can be downloaded from these sites : www.solargeneral.com www.natvan.com www.ncoal.com,noHate
Like the `` white '' -African ( what the hell is her name ) ..,noHate
I take the assumption that your Nation is so crap is not worth remembering .,noHate
It would be great if we could get every last white out of there so no one would be there to fix things .,hate
This was a bad move by the Jew puppets .,hate
"At the link just below , I 've been urging our brothers and sisters in South Africa to run that message or a similar message on that site every month : Malaysians , Venezuelans , Chinese let White House broadcast their agendas",hate
YouTube - Mike Castle on PeeBo 's Birthcertificate .,noHate
Come and have a look around the area where I live and see all the 18-25 year old Muslims parked up outside the schools trying to entice 13 - 16 year old English girls to get in their cars .,noHate
They probably arrest them and throw them in jail so that they will be raped and infected with AIDS .,hate
The headline brings to mind an old joke ; I have bad news and good news for ya .,noHate
Here are a couple of security cam pics from the armed robbery that took place yesterday but was quickly ended by police .,noHate
ZOG is getting rid of every White-dominated area in the world .,hate
There is a survivor support page on facebook .,noHate
This girl is White .,noHate
They do not want all of us to find out how she was raped and tortured .,noHate
Not only is this case typical of the feral sub humans but it 's a perfect example for our people of how totally out of control they are and that they cannot be allowed to remain among us .,hate
Do n't let that poor kid die in vain while we still draw air,noHate
This is another case that just hits you in the stomach hard .,noHate
Negros are so dumb .,hate
"Hell, if he had been white they would have thrown his ass in jail , suspended him from school , and it would have been all over CNN ABC NBC and CBS .",noHate
There is no Planet X. Let 's stop talking about it before we start looking like crazies .,noHate
To Hell with Planet X !,noHate
These have had a glimps http://video.google.co.uk/videoplay ? docid = 3664960863576873594 & hl = en-GB,noHate
I 'll have to rep you for it later .,noHate
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",hate
INTJ Introvert ( 78 % ) iNtuitive ( 38 % ) iNtuitive Thinking ( 100 % ) Judging ( 56 % ) I find the descriptions of they give to be fairly accurate regarding myself .,noHate
"However , after visiting a few intj specific forums I 'm much less enthusiastic regarding this personality type business .",noHate
"You can start out as an aware person who does n't need a herd to tell if something just is n't right , but if you have no allies and you 're bombarded with the mass point of view , you will succumb more and more .",noHate
Get the hell out before you people become part of a great dirt !,noHate
This is black behavior as well .,noHate
Lack of compassion seems to go hand and hand with lack the of White blood .,hate
"The biggest problem is new york.There are blacks all over the streets , when you 're in new york think you 're in nigeria .",hate
"The jew media likes to prop this whites becoming the minority non sense up because they want to try and scare whitey , the media plays on the fears that the average retard thinks hispanic or latino is a race and they play word play with titles like white hispanic and white non hispanic it is all a magic show nothing more .. But Whites becoming a minority in Europe the homeland is a much more serious issue that concerns me greatly .",hate
"We spent too much time and effort worrying about Blacks while the Asians and Hispanics , were the ones carrying the ball .",hate
"The future is ours , as long as we do not sit by and wait to be overrun by the subhumans .",hate
Quit whining about it and go find a beautiful white girl to have babies with .,noHate
This fight isnt over yet .,noHate
http://www.vdare.com/stix/100209_pearcy_massacre.htmhttp://www.amren.com/ar/2002/08/index.htmlhttp://www.racismeantiblanc.bizland.com/005/02-02.htmhttp://thezebraproject.blogspot.com/,noHate
Well I wonder if its started messing with the daughter yet .,hate
"God, it is sickening to see these young lives taken by feral negroes .",hate
"God bless them all , to hell with the blacks .",hate
Angela Spain was murdered in her home by a drifter negro .,hate
She was 27 years old and leaves behind a 5 year old daughter .,noHate
Give and take for the good of all .,noHate
They act quite civilized in the video but i suppose they went on a mugging spree after .,hate
I 'll see if I can find it and I 'll post it .,noHate
"``RiceArrives in Lithuania for NATO Talks . '' http://news.bbc.co.uk/1/hi/world/europe/4466747.stm Go Home to Africa , Condoleeza Rice !",noHate
But the main thing is that there is nothing to be proud of .,noHate
"Many alcoholics can fall into `` zapoy '' and drink up to 5-7 liters of `` palenka '' during the daylight time , only drinking water and some old bread as their `` zakus` '' , but it escapes me , how they show their extreme europeoid genotype by doing all of this .",noHate
"Wouldn't you be embarrassed to wear on your head , against your will , a mock foreskin in the eyes of the world ?",noHate
Officers took 37-year-old Charlie Cason into custody after a violent exchange .,noHate
"Richland County deputies say Cason killed his estranged wife , 38-year-old Letitia Cason , at an apartment on Smallwood Road in Northeast Richland County Deputies : Murder Suspect Shoots at Officers , is Taken Into Custody wltx.com | Columbia , SC News , Weather and Sports |",noHate
"The bodies of Melinda Nicole Brown Allen , 31 , and her 8-year-old son , Ethan James Michael Brown , were found Wednesday night .",noHate
Twp .,noHate
"New York City : Aborted black babies outnumber live-birth black babies According to the city Health Department , 2008 saw 89,469 abortions performed in New York City seven for every 10 live births .",noHate
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",hate
Good fences make for good neighbors .,noHate
And the weak may leave the Folk at a time of their choosing .,noHate
Many years ago I heard from a swedish friend lots of maffia-activity comes from the Russians .,noHate
This is an awesome post !,noHate
"Is it true in Norway , the spoken and written forms of the language are totally different ?",noHate
I hope that in Sunday we will have a healthy nationalist goverment .,noHate
http://www.kaapeli.fi/~muutosv/http://www.perussuomalaiset.fi/http://snky.cjb.net/ http://www.kolumbus.fi/sinivalkoiset/,noHate
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ..... kick those * * * * ing soumalians ass .....,hate
I say let him in and let him rant his mouth with all the Mudslums !,hate
It will shed light on their true nature .,noHate
I think anyone who wants to give up the Swedish welfare state is an enemy of Sweden and certainly no nationalist .,noHate
Going next year does n't sound half bad ..,noHate
Maybe it 's about time for groups of white people to renounce their citizenship .,noHate
"These are the latest statistics , Ethnic groups : Irish 87.4 % , other white 7.5 % , Asian 1.3 % , black 1.1 % , mixed 1.1 % , unspecified 1.6 % ( 2006 census ) , so even if that seven percent was all poles , if you add up all the mud races , it would be equivalent .",hate
So why are n't you complaining about the other mud races ?,hate
"I have been recently told that the 2nd toe , the one that rests beside the big toe is a genetic distinction if you are of Celtic Stock .",noHate
"Manic street preachers are also red scum and basically every band playing is left-wing/pro-faggot , and many of them are drug using lowlifes .",hate
soon enough your kids will be taught black history month in school if they do n't already have to .,noHate
another coon giving out about Ireland and as if her opinion counts being second generation London jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,hate
"I wasnt going to bother with this thread but I am rapidly coming to the conclusion you can , t read we are NOT C18 , we have nothing to do with them ...... look at post #13 for Christ sake",noHate
AFA are their sponsored lackies .,noHate
i feel sorry for her if one of her daughters did die but the harsh reality is she has no connection to ireland and she must go.as a mother it is her job to protect her children in Nigeria.every Nigerian who has a problem cant come running over here,hate
I know a non white who got 5 A 's and 4 B 's but he robably cheated 2508,hate
So now Stormfront Ireland is solely responsible for all racist attacks in Ireland. lol Ted is right this is the work of the Kikes those * * * * ers are never happy .,hate
Make sure you have a security team for Justin Barrett whenever he speaks in public in case the unwashed scum try anything again .,noHate
When a race no longer has the will to protect its women then it 's well on the way to extinction .,noHate
"I can honestly say that I have minority friends , and would n't hesitate to deal with the harsh reality that they must be deported .",hate
BNP just fills the gaps ....,noHate
Most if not all of the whites at my school are complete race traitors,hate
We just need a bunch of us to move into one small White town .,noHate
"When there , have many children .",noHate
Especially Brampton .,noHate
"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",hate
Pakis are all about forcing their culture on us .,hate
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",hate
Just start your own crew and start advertising it in your flyers or whatever if you are atcually active you should email me I 'm trying to set up a network of all the serious white nationalists across Canada .,noHate
not sure how we can be anti liberal when we have a prime minister who openly supports israel and sends them cards on their holiday 's laughing stock of the aryan race. not to mention they also openly support the sand people .,hate
We must stick together and see things on the bright side whenever possible for our health 's sake .,noHate
Seeing the teams of white nations have black players in their ranks is a depressing site to see.They should be representing the best of our nations not the worst,hate
I'll ask you cuz you 're the fanboy I mean ' expert ' ...,noHate
Did they put that Groid 15 next to Rooney just to make Rooney look at least half-human ?,hate
"I'd like to see a report on the unemployment rates and other such things across the UK , compared with places with the highest numbers of immigrants .",noHate
Please comment .,noHate
hello all glad to be in a community of proud white folk just a shame its online as opposed to leaving the front door none the less im honoured to be here,noHate
Reminds me of the time I got water thrown on me from the window of a flat as I walked past .,noHate
i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,hate
It 's the same with Jerry Springer Attack Of The KKK Dad ( Part 1 ) - YouTube,noHate
"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",hate
"Yeah London has gone to hell , when all the remaining whites are gone it will become a zombie town of crumbling buildings , dealers and junkies .",hate
Hopefully the traitors will be encircled in Westminster palace .,hate
"Episode 4 is out , you can watch it on 4oD : Benefits Street - 4oD - Channel 4 ( UK only ) Some of those are uploaded on YouTube now : https : //www.youtube.com/results ? filt ... fits + street % 22 Or get it here : https : //thepiratebay.se/search/benef ... treet/0/99/205 HD-720p download : https : //mega.co.nz/# ! XAsXRIbb ! 0-td1f ... v78mZxteR7K7jY ( 913 MB ) This is episode #4 of 5 total .",noHate
I have n't seen it yet but I can tell you hand on heart not everyone on Benefits is scrounging scum .,noHate
"^ You ca n't make this stuff up Go have a drink , drown the sorrow of living among primitive Asians .",hate
Thank you for your major contribution to society,noHate
Our Polish-American reader stands with Donetsk !,noHate
`` My message to UPA and Bandera scum from a Polish American small town politician from Pennsylvania ....,noHate
"have you been in studentski grad in Sofia , you should go and see young student girls from FYROM geting down with Bulgarians serbs and albanians get ur booty too VIKI RALEVA VELIKI BRAT ПС.ВО КУМАНОВО СЕКОЈА ВТОРА Е СО СИПТАР ХАХА",noHate
It IS our business when you are making territorial claims on Bulgarian land and claiming a part of Bulgarian history as yours .,noHate
I'm an adult in my late 30s .,noHate
I have been trying to find a job but the mexicans take everything we had .,hate
"I'm off out to a metal show , this is what my knees looked like after the last death metal show i went too ...",noHate
The only Mexican in town has since moved out and kids can now leave their bicycles in the yard without fear .,hate
"Drive and risk an accident being drunk , or walk and certainly get murdered by a kaffir ?",hate
Thanks for the tip // lila,noHate
88..im from houston and hoping to get a few others to go from austin also ... if there is anyone needing a ride from houston they can message me on yahoo .. under cherrybyrd88 ...,noHate
"Hi all , I just would like to meet white conscious people from other countries , specially girls .",noHate
white single girl looking for a guy within the state of California ( hopfully someone near or in the city of Los Angeles ) .,noHate
"Hi, i am just looking for whitepride men in the western canada area particularly BC just to talk to hangout or whatever .",noHate
"hi there , well thank you very much for your reply. it means alot that someone took the time to. i really envy your job. i want it lol. so were abouts are you from ?",noHate
"If anybody can email me and let me know how I can get involved please let me know : therealfixxx@hotmail.com I was born in New york city , Im 26 and I did four years in the marines so I have alot to talk about .",noHate
My brother said the chant 3 times also ..,noHate
It 's good to spook kids with our folklore so they can pass it down .. I just hope it 's not considered child abuse nowadays .. lol .. Just/kid' n It just keeps their minds aware Imagine a kids face when they learn of the stories of our ancestors around the camp fire .. this is a water toast BTW -- >,noHate
"And for those who would like to participate in a thread that 's a spin off of this one , here 's the link : https : //www.stormfront.org/forum/t204965/",noHate
"You have to tell those people every sent you have , or commit fraud .",noHate
Please tell me you are n't advocating fraud .,noHate
what about it. that 's exactly what I said and I meant every word he thought I might and that was enough and with you two talking behind my back like some jew what do you expect me to say have a nice life .,hate
I would be curious to know where in Missouri you can get a house that cheap ???,noHate
"We should at least try to better educate them then , and they should at least want to learn more of the ideology .",noHate
"And `` it 's because I 've been having trouble with my landlord , dot dot dot . ''",noHate
"And the guard said with an equally straight face : `` Oh , eh , that 's up on the seventh floor , .... dot , dot dot . ''",noHate
I'm curious ( but doubtful ) ; is there anyone here who 's expressed SUPPORT for Nordic superiority that is not Nordic himself ?,noHate
By race or appearance ?,noHate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
Animated short film starring Stormfront members .,noHate
He sent me a PM the other day saying all is well just staying off SF but checking in now and then .,noHate
"Just for research purposes I 'll mention that there was a video years ago about the Flatland area of Montana , with a similar tone to this recent NPR radio show , but it was before-PLE .",noHate
I will so so once I get to my camp .,noHate
I have to pack everything .,noHate
I spent quite a bit of time with April and driving around with my new van .,noHate
I could n't stop laughing at that photo long enough to actually read the article but I imagine it 's more of the same old same old .,noHate
White town saved by the magic negroes of Afreakkaland .,hate
What a joke .,noHate
I think it 's profitable to jump on at mainstream conservative chatboards like conservativeunderground.com.,noHate
You have your work cut out for you .,noHate
"I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .",noHate
Only surreptitious and hidden cameras have worked .,noHate
"You do not have to wait for this law to pass since already you would be expelled from your school for doing the above under some sort of hostile school environment clause , as you would at most places of work .",noHate
( Lives in Canada right now ),noHate
Regurgitation of good info is better than ingestion of jewish-disinformation .,hate
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",hate
Maybe God was punishing them for their interracial marriage .,hate
Unity .,noHate
"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",hate
"I'm trying to contact individuals interested in joining together and coordinating their efforts on a National/worldwide scale , the web site to go to for more info is Pro White Action Group click on the special events link for contact information .",noHate
I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,hate
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,hate
Many systems are in reality authoritarian because of human nature 's habit of demanding obedience and then wanting to purge opponents : it is just the radical right philosophy that is honest about it .,noHate
This thread was about Ukranians being white .,noHate
Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,hate
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",hate
They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,hate
"And you will find it too , just like you have so many times before . . .",noHate
"Good luck with your bugchasing , homo . . .",hate
Want to see our fate if we do n't win ?,noHate
Look there .,noHate
"When the wheel hits the road , it wo n't matter if you swing for yellow or black , just that you swing from the nearest overpass .",hate
"i was going to say that sod it i will say it any way F .. K you too , and F .. K off .",noHate
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",hate
"Unfortunately for the poor Japanese , their island is getting very crowded now .",noHate
Negroids could n't put together a bake sale properly much less a work force .,hate
"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",hate
"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",hate
"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",hate
What then ?,noHate
Also you did contradict yourself .,noHate
Why would anyone have that for someone not of their own race ?,noHate
Thank you for your post .,noHate
Don't say it is an abomination .,noHate
Dat Da `` Rainbow Nation '' folks ..... Da rainbow being all the different colours of the trash in Da Street .,hate
SA is a model for the World .,noHate
"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",hate
In fact here at home their involvement in Nigeria is criminalized .,noHate
there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .,hate
"I pm 'd you a suggestion of a place to go , I do not want to post it here as I think non-whites read this site and will then proceed to try and move there .",hate
"It's a powerful symbol that strikes fear into the heart of our racial enemies , theres a good video on YouTube done by Thule productions entitled the meaning of the swastika our holy aryan symbol .Here 's the link The meaning of the Swastika - Our Holy Aryan Symbol - YouTube",noHate
It is precisely for these reasons among others that I made the decision to align myself with WNs .,noHate
WPWW 14/88,noHate
I plan on using a stretcher for carrying gear .,noHate
"Path less traveled , is the safest .",noHate
"Frontline : The Confessions FRONTLINE `` The Confessions '' | Sneak Peek 1 : Recording a Confession | PBS - YouTube FRONTLINE `` The Confessions '' | Sneak Peek 2 : Finding a Lawyer | PBS - YouTube In `` The Confessions , '' FRONTLINE producer Ofra Bikel investigates the conviction of four Navy sailors for the rape and murder of a Norfolk , Va. , woman in 1997 .",noHate
"In interviews with the sailors , Bikel learns of some of the high-pressure police interrogation techniques -- including the threat of the death penalty , sleep deprivation , and intimidation -- that led each of the `` Norfolk Four '' to confess , despite a lack of evidence linking them to the crime .",noHate
Watch the full program at http://www.pbs.org/wgbh/pages/frontline/the-confessions Interrogation or child abuse ?,noHate
"Was at Walmart the other day and for 100 rounds it 's about $ 25 for 9mm , and about $ 40 for .40 and .45 .",noHate
Thinking about getting a CCW .,noHate
"Two days ago I tapped out a half asian , half White mongrel who was bigger than me .",hate
Stupid whites wo n't complain about their own affirmative action persecution for fear of being called racists - of all illogical things .,noHate
Interesting I have some northern German features and hardly have German DNA .,noHate
I am mostly irish but can pass as southern English .,noHate
"hey and if you ever experience a lawsuit from the negro hispanic jews claiming you are racist , simply make an example of the hundreds of negro mexican schools that deny white children .",hate
left: Satzvey Castle .,noHate
The Rübenach and Rodendorf families. .,noHate
Go to my SF thread here for a link to a PDF copy of the book at ...,noHate
BOOK : Tell the Truth and Shame the Devil `` Tell the Truth and Shame the Devil '' in English and German .,noHate
Better some overly polite White guy offering to tell you about the word of Joseph Smith than some nignog car jacking you .,hate
Hope this helps. .,noHate
"I refused to swerve my truck away , they scattered like a troop of baboons being charged by a lion .",hate
"No when I was younger like 10 years old , I went to black school because my mom moved us into the ghetto because just gotten divorce from my dad .",noHate
The students who went there were still young like me .,noHate
I know its like a hide and go seek game this white flight stuff .,noHate
Whites hide in their all white cities towns neighborhoods etc .,noHate
"I think you meant , Pedro picked a pocket of precious packs of paychecks and purveyed the precious , purloined paychecks to Puerta Punta .",noHate
Thanks for the replies .,noHate
"Some were useful , some were annoying and based on silly assumptions , one was clearly an SPLC troll ...",noHate
"Anyway , I intentionally do n't make clear whether I 'm married or not , or whether I 'm a father or mother , because this is 2014 and the NSA and FBI are everywhere , and I like having plausible deniability .",noHate
This does n't make her not want to go outside and play .,noHate
"When she goes outside , the subhuman ape thing is usually out there .",hate
One time she came in crying telling me that pavement ape `` hit me in the tummy '' .,hate
I went outside and the niglet 's mom told me my daughter had hit her first .,hate
"My daughter said she had only touched the apeling 's back , not hit her .",hate
"It 's annoying to live in a time where a subhuman monkey coon thinks it 's okay to hit an Aryan white blond , blue-eyed child .",hate
Yet my daughter still wants to go outside and play with that thing .,hate
"March 21 is the White man march against White genocide , March Against #WhiteGenocide - March 21st 2015 And the 15th of every month is White defense day White Defense Day , the 15th of Every Month",noHate
He and my daughter ( once she is old enough for school ) will only be homeschooled from here on out .,noHate
I heard that the phenomena of scalping came about during this war .,noHate
My son is 3 years old and I have started homeschooling for him.Few weeks back i was wondering whether i should let him go to a Public school or do home schooling but decided to go for home schooling and now he is enjoying .,noHate
Could be the greater emphasis on functionality is shared between the styles of architecture .,noHate
Not one FTF or malfunction of any kind .,noHate
No break in period needed .,noHate
No problems .,noHate
"Education system is messed up for the same reason everything else is messed up - Jews , non-whites and liberal women run and ruin everything .",hate
It 's just me and the wife so we 'll be eating this for at least the next few days .,noHate
"Glad some people still opened their homes and let kids trick or treat , even with the usual DieVersity infesting the area .",hate
Nothing was in jepordy this year and furguson cause black friday gun sales to be beyond a democrat getting elected .,noHate
Blessed Samhain and Happy Halloween to all of my Stormfront Brothers and Sisters .,noHate
Like I said before I 'd bet 90 % + have Liberal parents .,hate
When is someone going to stand up for the laws on Executive Orders ?,noHate
Are Executive Orders Constitutional ? | Tenth Amendment Center Blog -,noHate
I going to get homeschooled tired of looney lefty teachers and the negroes,hate
"If not , then try to educate both you and your children at home .",noHate
"Brown eyes are the only color of eyes that Blacks and Asians have , outside of any outside breeding .",noHate
The stores I went to had the non night sights model for $ 775 to $ 860 I paid $ 700 for the night sight model new because they had a sale on sigs .,noHate
"Amazon.com : Scotch Thermal Laminator 15.5 Inches x 6.75 Inches x 3.75 Inches , 2 Roller System ( TL901 ) : Office Products Amazon.com : Scotch Thermal Laminator 15.5 Inches x 6.75 Inches x 3.75 Inches , 2 Roller System ( TL901 ) : Office Products Hope this helps .",noHate
Thank God this White warrior knew how to throw down .,noHate
"Then make it for boys only , that 's how it is in football , so there 's no reason they ca n't do that with wrestling .",noHate
I was expecting more location-type questions .,noHate
"Yeah, but back in the day there were n't that many millions nigs and wetbacks .",hate
Your sons are going to be in love with that land !,noHate
"War of Art is sitting on my shelf , presently unread .",noHate
I never at any time claimed this you moron .,noHate
4 cyclinder motorcycle Historic vehicle Laurin Klement T. B 1899-1903 - YouTube Historic vehicle Torpedo V4 1909 - YouTube Historic vehicle Torpedo V4 1909 http://thekneeslider.com/images/2012...-rightside.jpg Handlebar camera mount ride video !,noHate
SAVATE - Basic Techniques - YouTube,noHate
5. length of school day/school year 5 days a week .,noHate
Americans and Irish understand each other better than Spaniards and the beaners .. the US and Ireland are the 1st world so they are educated unlike the beaners .,hate
Why would I want to contribute to the Kneegrow and spic 's wellbeing ?,hate
The huge stones are all different shapes and sizes and fit together tightly using no mortar .,noHate
It is based on the Sven Hassel story of the same name - www.stormfront.org/forum/t1103833/,noHate
I like it so far .,noHate
More please .,noHate
Anyone white person would if they knew the truth .,noHate
Show that your children would be in danger going to trash-schools .,noHate
It's good to see an educational institution that maintains its values and refuses to bow down in the name of `` progress . '',noHate
I am almost done with my 1st class and gonna start 2 new ones .,noHate
"Einstein said nothing can go faster than the speed of light , then squares the speed of light in E = mc ^ 2 .",noHate
It 's deadly serious business ...,noHate
"Do n't sit around and argue with them , just act like they are pathetic ( which they are ) and try to shame them .",hate
Reinforce you disapproval of their wiggerism with approval whenever they act white .,noHate
"Do n't come down too hard and alienate him , just keep a light hearted attitude and let him know that you find his actions disgusting .",hate
